id,date,time,incident_type,point_x,point_y,longitude,latitude
5706,1/26/2013 0:00:00,"23:00:00",6,146353.30,260821.60,-66.9409951986,18.3821798818
5707,1/29/2013 0:00:00,"19:30:00",6,137523.36,270575.28,-67.0248510469,18.4700609151
5708,1/17/2013 0:00:00,"17:00:00",5,124360.02,268601.34,-67.1494049673,18.4518027198
5709,1/19/2013 0:00:00,"02:55:00",5,137637.36,269647.43,-67.0237433992,18.4616815603
5710,1/24/2013 0:00:00,"03:20:00",5,129614.50,274376.03,-67.0998610816,18.5041532666
5711,1/26/2013 0:00:00,"16:30:00",6,124387.08,265718.72,-67.1490421393,18.4257605321
5712,1/24/2013 0:00:00,"14:00:00",5,124291.12,271029.92,-67.150147223,18.4737412953
5713,1/17/2013 0:00:00,"06:00:00",7,123755.73,267749.69,-67.1550938476,18.4440870331
5714,1/26/2013 0:00:00,"21:20:00",3,149784.35,255121.00,-66.9083871761,18.3307599017
5715,1/16/2013 0:00:00,"13:30:00",5,148175.28,254908.67,-66.9236039708,18.3288032407
5716,1/20/2013 0:00:00,"13:20:00",6,137732.30,270334.60,-67.0228655178,18.4678925756
5717,1/17/2013 0:00:00,"15:00:00",6,123101.04,272684.95,-67.1614771258,18.4886511962
5718,1/19/2013 0:00:00,"16:00:00",5,142889.54,257042.17,-66.9736672456,18.3479444109
5719,1/12/2013 0:00:00,"03:12:00",7,123958.45,268583.61,-67.1532058676,18.4516283131
5720,1/16/2013 0:00:00,"08:00:00",5,137587.31,252297.83,-67.0236877004,18.3049327437
5721,1/26/2013 0:00:00,"04:00:00",6,131385.54,269860.10,-67.0829383487,18.4634116925
5722,1/18/2013 0:00:00,"01:00:00",6,140718.49,256517.24,-66.9941926627,18.3431428503
5723,1/18/2013 0:00:00,"21:00:00",6,143465.59,249970.59,-66.9680217911,18.2840698452
5724,1/30/2013 0:00:00,"12:30:00",5,128232.41,262878.33,-67.1125450586,18.4002311203
5725,1/14/2013 0:00:00,"12:00:00",6,140834.63,256501.27,-66.9930934131,18.3430017769
5726,1/29/2013 0:00:00,"07:00:00",5,143166.00,252181.26,-66.9709166024,18.304034792
5727,1/28/2013 0:00:00,"13:15:00",5,147885.42,253114.89,-66.9263003996,18.312589883
5728,1/18/2013 0:00:00,"15:00:00",6,140944.92,255877.00,-66.9920319526,18.3373647266
5729,1/22/2013 0:00:00,"02:30:00",5,124302.20,268413.81,-67.149945387,18.4501064327
5730,1/27/2013 0:00:00,"20:14:00",4,120149.51,260692.29,-67.1889557964,18.3801950034
5731,1/26/2013 0:00:00,"16:00:00",5,147935.24,253071.21,-66.9258280287,18.3121964565
5732,1/26/2013 0:00:00,"20:25:00",6,138902.14,273825.07,-67.0118943029,18.4994609063
5733,1/26/2013 0:00:00,"01:00:00",6,116819.63,252699.19,-67.2201409633,18.3078533719
5734,1/29/2013 0:00:00,"12:00:00",6,124003.61,264321.07,-67.1526198462,18.4131197939
5735,1/18/2013 0:00:00,"19:30:00",3,123299.05,264352.50,-67.1592894373,18.4133786315
5736,1/21/2013 0:00:00,"20:30:00",6,140262.85,267640.59,-66.9988284079,18.4436255445
5737,1/28/2013 0:00:00,"07:00:00",6,137861.79,273267.05,-67.0217287624,18.494389543
5738,1/29/2013 0:00:00,"14:00:00",6,124334.73,265955.68,-67.149546422,18.4278995116
5739,1/28/2013 0:00:00,"07:30:00",5,123783.08,265654.63,-67.1547568102,18.4251600942
5740,1/24/2013 0:00:00,"23:00:00",5,135944.86,273024.99,-67.0398727187,18.4921461527
5741,1/14/2013 0:00:00,"12:00:00",5,144842.94,256992.81,-66.9551844939,18.3475496432
5742,1/26/2013 0:00:00,"20:30:00",5,141985.88,257740.56,-66.982236716,18.3542298666
5743,1/21/2013 0:00:00,"17:39:00",7,140538.29,255739.56,-66.9958749126,18.3361117492
5744,1/28/2013 0:00:00,"09:33:00",1,123735.04,267725.79,-67.1552888139,18.4438703709
5745,2/4/2013 0:00:00,"14:30:00",6,126304.34,269463.61,-67.1310296816,18.4596607203
5746,2/1/2013 0:00:00,"18:00:00",5,141634.94,260103.83,-66.9856245702,18.3755717016
5747,2/4/2013 0:00:00,"14:30:00",5,123336.25,255911.05,-67.1586209047,18.3371146091
5748,2/3/2013 0:00:00,"06:30:00",6,213867.71,263555.43,-66.3020835248,18.4075060801
5749,1/31/2013 0:00:00,"15:04:00",1,130045.49,274388.55,-67.0957802113,18.5042805072
5750,2/3/2013 0:00:00,"06:00:00",5,129913.64,273173.01,-67.0969870611,18.4932944547
5751,2/10/2013 0:00:00,"21:15:00",6,126166.79,269450.22,-67.1323314074,18.459535009
5752,2/4/2013 0:00:00,"04:07:00",3,138618.01,270790.86,-67.0144936433,18.4720402414
5753,2/6/2013 0:00:00,"20:00:00",5,135236.53,262052.18,-67.0462321021,18.3929904292
5754,1/31/2013 0:00:00,"14:00:00",5,139463.02,270292.52,-67.0064784338,18.4675620428
5755,1/31/2013 0:00:00,"05:30:00",5,136190.34,270192.10,-67.0374597839,18.4665597528
5756,2/2/2013 0:00:00,"00:30:00",5,124222.73,271435.11,-67.150809766,18.4773995571
5757,1/31/2013 0:00:00,"09:30:00",5,125186.57,256882.52,-67.1411514087,18.3459569378
5758,2/1/2013 0:00:00,"02:00:00",6,125158.30,267810.69,-67.1418188945,18.4446876252
5759,2/4/2013 0:00:00,"09:00:00",5,125150.91,267625.00,-67.1418820493,18.4430097444
5760,2/8/2013 0:00:00,"13:15:00",5,123987.27,271044.74,-67.1530246056,18.473864419
5761,2/7/2013 0:00:00,"14:00:00",5,143008.97,272102.30,-66.9729571865,18.4840098535
5762,2/4/2013 0:00:00,"03:15:00",5,122908.31,258008.97,-67.1627485036,18.3560532558
5763,2/2/2013 0:00:00,"18:11:00",4,141317.10,254488.37,-66.9884710882,18.3248290791
5764,2/4/2013 0:00:00,"21:40:00",6,137766.52,270351.11,-67.0225420381,18.4680427305
5765,2/10/2013 0:00:00,"04:36:00",1,137818.35,274119.42,-67.0221660525,18.5020889899
5766,1/19/2013 0:00:00,"12:05:00",7,139652.84,253569.84,-67.0041877291,18.3164841847
5767,2/7/2013 0:00:00,"08:00:00",6,140359.24,256543.87,-66.9975922635,18.3433734732
5768,2/6/2013 0:00:00,"17:00:00",5,136576.52,268416.37,-67.0337484763,18.4505283437
5769,2/3/2013 0:00:00,"01:00:00",5,123727.83,259476.65,-67.1550492972,18.3693425598
5770,2/8/2013 0:00:00,"04:00:00",5,125896.02,267267.42,-67.1348156694,18.4398050921
5771,2/4/2013 0:00:00,"11:00:00",6,141429.76,256273.68,-66.9874564422,18.3409619227
5772,1/30/2013 0:00:00,"22:00:00",5,138112.79,273799.71,-67.0193681661,18.4992091152
5773,2/5/2013 0:00:00,"12:00:00",5,117273.15,253931.60,-67.2159009637,18.3190053762
5774,2/2/2013 0:00:00,"01:15:00",3,133860.81,269471.45,-67.0594914204,18.4599783268
5775,2/2/2013 0:00:00,"03:00:00",6,126232.51,262635.55,-67.1314632622,18.3979697483
5776,1/29/2013 0:00:00,"15:00:00",6,139965.23,267856.93,-67.0016521323,18.4455717561
5777,2/4/2013 0:00:00,"18:00:00",6,141143.26,256376.53,-66.9901699123,18.3418832898
5778,2/1/2013 0:00:00,"03:00:00",5,136701.38,273592.34,-67.032726852,18.4972943647
5779,1/26/2013 0:00:00,"13:00:00",6,120652.22,260458.48,-67.1841896502,18.3781013018
5780,1/28/2013 0:00:00,"12:00:00",5,138119.73,273262.06,-67.0192861578,18.4943519333
5781,2/11/2013 0:00:00,"08:00:00",6,119811.54,256716.44,-67.1919980854,18.3442620102
5782,2/1/2013 0:00:00,"05:36:00",6,125751.56,267309.10,-67.1361846561,18.4401766472
5783,2/7/2013 0:00:00,"17:00:00",6,124311.96,269393.64,-67.1498892891,18.4589590665
5784,2/4/2013 0:00:00,"05:00:00",5,137571.18,270473.46,-67.0243951872,18.469142416
5785,1/31/2013 0:00:00,"07:00:00",5,139650.13,270839.44,-67.0047231038,18.4725084829
5786,2/4/2013 0:00:00,"01:00:00",5,116376.72,260318.78,-67.2246418715,18.3766765113
5787,2/10/2013 0:00:00,"14:00:00",6,134442.88,274773.30,-67.0541510138,18.5078957136
5788,1/31/2013 0:00:00,"07:30:00",6,138365.97,270866.77,-67.0168822143,18.4727188096
5789,2/5/2013 0:00:00,"11:00:00",6,142910.86,258763.34,-66.9735135707,18.363495208
5790,2/4/2013 0:00:00,"00:00:00",5,127192.27,256164.92,-67.1221499039,18.3395427585
5791,2/9/2013 0:00:00,"04:30:00",5,129327.86,273330.22,-67.1025392529,18.4946955021
5792,2/1/2013 0:00:00,"15:00:00",6,128363.11,261985.44,-67.1112768344,18.3921685847
5793,2/1/2013 0:00:00,"13:00:00",5,137020.55,273351.80,-67.0296971396,18.4951306283
5794,1/31/2013 0:00:00,"12:54:00",6,137738.05,273993.13,-67.0229226023,18.5009456935
5795,2/4/2013 0:00:00,"15:00:00",6,123781.83,265687.87,-67.1547698813,18.4254603584
5796,1/24/2013 0:00:00,"21:00:00",6,138590.68,257653.84,-67.0143577508,18.3533517405
5797,2/4/2013 0:00:00,"09:30:00",6,140162.87,256524.49,-66.9994495338,18.3431929049
5798,2/6/2013 0:00:00,"09:47:00",6,140325.00,256527.85,-66.9979157374,18.3432277838
5799,2/7/2013 0:00:00,"23:20:00",3,139974.66,253245.34,-67.0011339721,18.3135614544
5800,2/1/2013 0:00:00,"18:00:00",6,143896.99,252857.61,-66.9640208698,18.3101647058
5801,2/2/2013 0:00:00,"12:00:00",5,147265.54,254617.97,-66.9322027312,18.326154647
5802,1/31/2013 0:00:00,"11:40:00",6,137728.32,270418.15,-67.0229057458,18.4686472936
5803,2/4/2013 0:00:00,"04:45:00",3,137366.77,274768.95,-67.026462208,18.5079439727
5804,2/4/2013 0:00:00,"10:00:00",5,124134.72,271470.39,-67.1516443664,18.4777151763
